what,kind,bundleId,bundleVersion,description,time
java.vm.specification.version,sysinfo,,,"1.0",1288813057136
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1288813057136
java.vm.version,sysinfo,,,"16.2-b04",1288813057136
started,bundle,org.python.pydev.customizations,1.6.3.2010100513,"org.python.pydev.customizations",1288813057377
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1288813057547
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1288813058869
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1288813060030
started,bundle,org.tigris.subversion.subclipse.ui,1.0.0,"org.tigris.subversion.subclipse.ui",1288813060311
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1288813060711
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813060741
error,log,,,"org.tigris.subversion.javahl.ClientException: Path is not a working copy directory\nsvn: 'C:\\Documents and Settings\\dell\\BitNami DjangoStack projects\\qr' is not a working copy\n",1288813060892
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813061042
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1288813061292
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1288813062183
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1288813062834
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1288813063165
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1288813063225
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1288813063225
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1288813063295
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1288813064417
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1288813064637
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1288813064697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813067551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813116472
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288813118885
error,log,,,"The SVN synchronization information for 'qr' has become corrupt or does not exist.",1288813119185
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1288813119195
error,log,,,"Exception in Decorator. The 'SVN' decorator will be disabled.",1288813119195
error,log,,,"java.lang.NullPointerException",1288813119195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813120978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813195966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813199391
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813229274
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1288813238667
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813240119
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813240199
closed,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813244746
closed,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813246248
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288813250534
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1288813252157
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1288813266257
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813266708
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813267278
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813271194
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813271414
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813271484
closed,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813271484
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1288813272366
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813272666
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813272756
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1288813275771
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813278104
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813282310
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813283762
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813297051
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1288813300827
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1288813301838
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1288813303661
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1288813308488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813309369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813311041
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288813312834
